"year","month","cod_interaguas","latitude_decimal","longitude_decimal","Alcalinidade Total","Alumínio Dissolvido","Condutividade","Ferro Total","pH","Dureza","DBO (5, 20)","CTt"
2011,1,27,-23.1033333333333,-46.545,23,0.4,61,6,6.8,66,6,1300
2011,1,29,-22.9691666666667,-46.8477777777778,25,0.1,67,6,6.8,63,3,4500
2011,1,30,-22.9377777777778,-46.9336111111111,23,0.3,69,9,7,20,3,9400
2011,1,32,-22.9083333333333,-46.5436111111111,13,1,35,13,6.6,25,2,600
2011,1,34,-22.7466666666667,-46.8977777777778,15,3,46,20,6.9,33,2,1900
2011,1,35,-22.7122222222222,-46.9713888888889,16,3,48,16,6.9,33,2,18000
2011,1,37,-22.6988888888889,-47.1519444444444,20,7,60,33,6.7,69,2,22000
2011,1,38,-22.6622222222222,-47.2777777777778,20.67,0.5,69.2,14,7.4,20,5,6900
2011,1,40,-22.7025,-46.7494444444444,17,7,47,56,6.5,75,3,15000
2011,1,43,-22.7108333333333,-47.3227777777778,20.84,0.2,109,13,6.8,14,4,7800
2011,1,54,-22.6336111111111,-47.6827777777778,31.09,0.6,130,5,7,55,3,11000
2011,1,83,-22.905,-46.9738888888889,25,0.2,79,6,6.8,19,3,31000
2011,1,86,-22.7613888888889,-47.1766666666667,29,0.5,124,36,6.8,46,2,11000
2011,1,627,-22.6597222222222,-47.2758333333333,12.66,0.7,47.2,12,7.5,13,2,1600
2011,1,1946,-22.3247222222222,-47.5588888888889,18.71,0.5,53.5,17,6.8,39,2,5200
2011,2,66,-23.0061111111111,-47.1,65,0.6,195,3,7,148,5,6200
2011,2,71,-23.2083333333333,-46.7686111111111,25,1,88,10,6.6,18,4,76000
2011,2,1947,-23.1641666666667,-47.015,23,2,86,12,6.6,78,2,533
2011,5,35,-22.7122222222222,-46.9713888888889,18,0.2,87,1,7.1,81,2,11000
2011,6,66,-23.0061111111111,-47.1,61,0.1,240,2,7.2,168,8,201
2011,6,71,-23.2083333333333,-46.7686111111111,21,0.25,79,1.48,6.8,18.7,4,22000
2011,6,82,-23.1583333333333,-46.9094444444444,28,0.1,93,0.46,7,30.45,2,86
2011,6,274,-23.2619444444444,-47.0577777777778,11,0.64,40,0.64,6.5,12.59,2,440
2011,6,320,-23.1830555555556,-47.2438888888889,14,2.45,89,2.51,6.6,17.54,2,218
2011,6,1947,-23.1641666666667,-47.015,22,0.39,75,1.23,6.9,23.48,2,700
2011,7,27,-23.1033333333333,-46.545,13,0.14,50,0.757,6.7,10.7,2,460
2011,7,29,-22.9691666666667,-46.8477777777778,16,0.19,68,0.598,6.8,14.7,2,1160
2011,7,30,-22.9377777777778,-46.9336111111111,15,0.31,86,1.5,7.1,14.6,2,1080
2011,7,32,-22.9083333333333,-46.5436111111111,12,0.09,42,0.8,6.4,6,2,2200
2011,7,34,-22.7466666666667,-46.8977777777778,15,0.06,75,0.4,7.3,13,2,7800
2011,7,35,-22.7122222222222,-46.9713888888889,17,0.05,89,0.5,7.2,15,2,8600
2011,7,37,-22.6988888888889,-47.1519444444444,24,0.07,117,0.8,6.8,10,3,2600
2011,7,38,-22.6622222222222,-47.2777777777778,40.3,0.1,132,0.8,7.3,71,3,680000
2011,7,40,-22.7025,-46.7494444444444,18,0.17,74,0.856,6.9,16,7,3400
2011,7,43,-22.7108333333333,-47.3227777777778,40,0.05,180,0.361,6.6,21.3,5,400
2011,7,83,-22.905,-46.9738888888889,19,0.26,105,0.963,7,18,3,1900
2011,7,86,-22.7613888888889,-47.1766666666667,35,0.22,297,0.927,7.2,22.7,6,21000
2011,7,627,-22.6597222222222,-47.2758333333333,35.2,0.2,66.3,0.9,7.7,64,2,171
2011,7,1342,-22.4527777777778,-47.52,29.4,0.1,47.1,6,6.8,16,2,300
2011,7,1945,-22.4091666666667,-47.5402777777778,29.4,0.05,50.1,1,7.2,19,2,350
2011,8,66,-23.0061111111111,-47.1,84,0.1,307,11,7.3,93,13,25000
2011,8,71,-23.2083333333333,-46.7686111111111,25,0.1,93,2,7,34,4,46000
2011,8,82,-23.1583333333333,-46.9094444444444,28,0.07,91,2,7.4,45,2,20
2011,8,274,-23.2619444444444,-47.0577777777778,12,0.06,42,3,6.6,10,2,6200
2011,8,320,-23.1830555555556,-47.2438888888889,15,0.09,90,7,7.1,4,2,92
2011,8,1947,-23.1641666666667,-47.015,24,0.2,83,1,7.2,46,2,480
2011,11,27,-23.1033333333333,-46.545,13,0.9,51,1,6.6,12,2,223
2011,11,29,-22.9691666666667,-46.8477777777778,16,1,68,1,6.6,14,2,12000
2011,11,30,-22.9377777777778,-46.9336111111111,16,2,88,1,6.6,13,2,1300
2011,11,32,-22.9083333333333,-46.5436111111111,14,0.05,50,1,6.8,11,2,920
2011,11,34,-22.7466666666667,-46.8977777777778,14,2,65,2,6.9,14,2,3700
2011,11,35,-22.7122222222222,-46.9713888888889,14,2,74,2,6.8,16,2,14000
2011,11,37,-22.6988888888889,-47.1519444444444,18,2,92,2,6.7,18,4,2200
2011,11,38,-22.6622222222222,-47.2777777777778,21.6,0.5,93.1,2,7.2,24,3,6200
2011,11,43,-22.7108333333333,-47.3227777777778,27,0.2,209,1,6.9,21,4,1200
2011,11,48,-22.7122222222222,-47.6494444444444,22.7,5,139,38,6.6,70,19,44000
2011,11,54,-22.6336111111111,-47.6827777777778,21.6,0.3,119,6,7.2,60,5,26000
2011,11,83,-22.905,-46.9738888888889,24,1,145,2,6.7,73,4,4200
2011,11,86,-22.7613888888889,-47.1766666666667,29,2,270,10,7.2,93,13,110000
2011,11,627,-22.6597222222222,-47.2758333333333,20.5,1,65.9,3,6.9,16,2,200
2011,11,1342,-22.4527777777778,-47.52,20.5,0.02,56.7,1,6.3,43,2,154
2011,11,1945,-22.4091666666667,-47.5402777777778,19.42,0.1,62.5,2,7,31,2,320
2011,11,1946,-22.3247222222222,-47.5588888888889,19.4,0.2,59.1,3,6.9,34,2,2800
2011,12,66,-23.0061111111111,-47.1,46,1,175,3,7.4,53,5,3500
2011,12,71,-23.2083333333333,-46.7686111111111,28,0.4,98,2,6.9,27,2,42000
2011,12,82,-23.1583333333333,-46.9094444444444,19,0.57,81,3.07,6.9,25.5,16,204
2011,12,274,-23.2619444444444,-47.0577777777778,15,0.1,49,1.57,6.5,3.48,2,440
2011,12,320,-23.1830555555556,-47.2438888888889,18,0.1,97,2.05,6.7,24.1,2,244
2011,12,1947,-23.1641666666667,-47.015,26,0.4,81,1,6.9,39,2,2700
2012,1,27,-23.1033333333333,-46.545,16,0.8,55,4,7,16,2,2333.33333333333
2012,1,29,-22.9691666666667,-46.8477777777778,17,0.5,63,4,6.9,17,2,2500
2012,1,30,-22.9377777777778,-46.9336111111111,18,0.5,67,8,7.1,18,2,18333.3333333333
2012,1,32,-22.9083333333333,-46.5436111111111,13,0.1,77,2,6.7,13,3,8000
2012,1,34,-22.7466666666667,-46.8977777777778,14,0.4,67,2,7.4,16,3,9333.33333333333
2012,1,35,-22.7122222222222,-46.9713888888889,16,0.2,77,1,7.2,17,3,36666.6666666667
2012,1,37,-22.6988888888889,-47.1519444444444,18,0.2,87,3,7.1,51,4,5166.66666666667
2012,1,38,-22.6622222222222,-47.2777777777778,20.1,0.4,70,5,7,21,2,6333.33333333333
2012,1,40,-22.7025,-46.7494444444444,15,0.7,57,12,7.2,45,2,16666.6666666667
2012,1,43,-22.7108333333333,-47.3227777777778,27.5,0.3,122,4,6.9,61,3,4666.66666666667
2012,1,48,-22.7122222222222,-47.6494444444444,27.5,0.2,180,14,6.9,97,11,38333.3333333333
2012,1,54,-22.6336111111111,-47.6827777777778,30.8,0.4,123,13,7.1,92,4,38333.3333333333
2012,1,83,-22.905,-46.9738888888889,19,0.7,78,6,7.1,16,2,28333.3333333333
2012,1,86,-22.7613888888889,-47.1766666666667,18,0.4,97,18,7,19,2,38333.3333333333
2012,1,627,-22.6597222222222,-47.2758333333333,15.4,0.9,53.9,7,6.8,18,3,5666.66666666667
2012,1,1342,-22.4527777777778,-47.52,18.7,0.1,42.5,0.9,6.8,16,2,178.333333333333
2012,1,1945,-22.4091666666667,-47.5402777777778,23.1,0.5,59.6,3,7.2,29,2,900
2012,1,1946,-22.3247222222222,-47.5588888888889,24.2,0.4,64.2,37,6.8,5,2,14833.3333333333
2012,2,66,-23.0061111111111,-47.1,40,0.08,146,6,7.2,38,8,15000
2012,2,71,-23.2083333333333,-46.7686111111111,26,0.3,93,9,7.1,29,4,91666.6666666667
2012,2,82,-23.1583333333333,-46.9094444444444,29,0.1,89,2,7.1,31,2,86.6666666666667
2012,2,274,-23.2619444444444,-47.0577777777778,14,0.2,46,1,6.7,16,2,666.666666666667
2012,2,320,-23.1830555555556,-47.2438888888889,16,0.2,78,2,7,21,2,400
2012,2,1947,-23.1641666666667,-47.015,25,0.2,77,2,7.2,20,2,1833.33333333333
2012,5,27,-23.1033333333333,-46.545,16,0.2,57,1,6.8,15,2,950
2012,5,29,-22.9691666666667,-46.8477777777778,19,0.1,72,2,6.8,21,2,13166.6666666667
2012,5,30,-22.9377777777778,-46.9336111111111,20,0.1,89,2,6.9,18,2,4333.33333333333
2012,5,32,-22.9083333333333,-46.5436111111111,15,0.4,46,2,6.9,14,2,2166.66666666667
2012,5,34,-22.7466666666667,-46.8977777777778,16,0.8,63,2,6.8,18,2,8666.66666666667
2012,5,35,-22.7122222222222,-46.9713888888889,18,0.7,77,2,6.9,20,2,13000
2012,5,37,-22.6988888888889,-47.1519444444444,25,0.4,96,2,6.9,26,3,4166.66666666667
2012,5,38,-22.6622222222222,-47.2777777777778,11,0.1,48.5,2,6.9,15,2,166.666666666667
2012,5,40,-22.7025,-46.7494444444444,14,0.6,47,14,6.8,39,4,11833.3333333333
2012,5,43,-22.7108333333333,-47.3227777777778,31.9,0.4,135,1,6.9,23,3,7833.33333333333
2012,5,48,-22.7122222222222,-47.6494444444444,47.43,0.1,217,1,7,31,4,20000
2012,5,54,-22.6336111111111,-47.6827777777778,27.5,0.5,127,6,7.2,47,7,108333.333333333
2012,5,83,-22.905,-46.9738888888889,30,0.1,121,2,7,26,5,6666.66666666667
2012,5,86,-22.7613888888889,-47.1766666666667,39,0.1,285,3,7.4,43,5,40000
2012,5,627,-22.6597222222222,-47.2758333333333,22,0.1,89,2,6.5,22,2,600
2012,5,1342,-22.4527777777778,-47.52,22.06,0.1,45,1,6.8,17,2,160
2012,5,1945,-22.4091666666667,-47.5402777777778,22.06,0.1,56.1,2,6.9,20,2,2000
2012,5,1946,-22.3247222222222,-47.5588888888889,19.25,0.2,56.3,5,7,18,2,4833.33333333333
2012,6,66,-23.0061111111111,-47.1,50,0.2,184,12,6.9,32,7,140000
2012,6,71,-23.2083333333333,-46.7686111111111,26,0.1,87,16,7.1,39,5,143333.333333333
2012,6,82,-23.1583333333333,-46.9094444444444,26,0.6,84,0.7,7,27,2,21.6666666666667
2012,6,274,-23.2619444444444,-47.0577777777778,13,0.4,44,0.9,6.7,19,2,386.666666666667
2012,6,320,-23.1830555555556,-47.2438888888889,15,0.5,70,2,6.7,18,2,266.666666666667
2012,6,1947,-23.1641666666667,-47.015,22,0.1,72,2,7.1,27,2,1666.66666666667
2012,7,27,-23.1033333333333,-46.545,19,0.2,68,1,6.8,16,2,2166.66666666667
2012,7,29,-22.9691666666667,-46.8477777777778,19,0.1,63,1,6.9,14,2,333.333333333333
2012,7,30,-22.9377777777778,-46.9336111111111,18,0.1,85,2,6.8,17,2,2333.33333333333
2012,7,32,-22.9083333333333,-46.5436111111111,11,0.1,41,0.8,7.2,10,2,3666.66666666667
2012,7,34,-22.7466666666667,-46.8977777777778,14,0.1,65,1,7,18,2,3500
2012,7,35,-22.7122222222222,-46.9713888888889,16,0.1,75,1,6.9,18,2,8666.66666666667
2012,7,37,-22.6988888888889,-47.1519444444444,22,0.1,99,1,7,20,3,1633.33333333333
2012,7,38,-22.6622222222222,-47.2777777777778,23.1,0.2,87.1,1,7,16,3,3500
2012,7,40,-22.7025,-46.7494444444444,16,0.2,66,2,7,17,8,5000
2012,7,43,-22.7108333333333,-47.3227777777778,26.3,0.1,134,1,7,21,4,1666.66666666667
2012,7,48,-22.7122222222222,-47.6494444444444,41,0.1,200,1,6.9,28,6,13166.6666666667
2012,7,54,-22.6336111111111,-47.6827777777778,34.7,0.1,136,2,7.3,23,4,14333.3333333333
2012,7,83,-22.905,-46.9738888888889,24,0.1,105,2,6.8,22,3,3666.66666666667
2012,7,86,-22.7613888888889,-47.1766666666667,31,0.1,232,3,7,30,9,11333.3333333333
2012,7,627,-22.6597222222222,-47.2758333333333,16.8,0.1,58.5,1,6.8,11,2,253.333333333333
2012,7,1342,-22.4527777777778,-47.52,20,0.1,46.8,1,6.9,11,2,126.666666666667
2012,7,1945,-22.4091666666667,-47.5402777777778,18.9,0.1,55.4,1,6.8,16,2,566.666666666667
2012,7,1946,-22.3247222222222,-47.5588888888889,15.8,0.1,48.4,1,6.7,8,2,1221.66666666667
2012,8,66,-23.0061111111111,-47.1,75,0.1,248,2,7.2,45,5,350
2012,8,71,-23.2083333333333,-46.7686111111111,25,0.1,89,1,7.3,22,7,111666.666666667
2012,8,82,-23.1583333333333,-46.9094444444444,28,0.1,83,0.3,7.6,27,2,11.6666666666667
2012,8,274,-23.2619444444444,-47.0577777777778,13,0.1,42,0.9,6.7,13,2,70
2012,8,320,-23.1830555555556,-47.2438888888889,14,0.1,92,1,6.9,17,2,123.333333333333
2012,8,1947,-23.1641666666667,-47.015,27,0.1,81,1,7,24,2,221.666666666667
2012,11,27,-23.1033333333333,-46.545,19,0.1,68,3,6.8,19,2,271.666666666667
2012,11,29,-22.9691666666667,-46.8477777777778,22,0.1,81,1,6.8,11,2,3333.33333333333
2012,11,30,-22.9377777777778,-46.9336111111111,20,0.1,89,1,7,11,2,650
2012,11,32,-22.9083333333333,-46.5436111111111,13,0.1,45,0.9,6.7,10,2,1200
2012,11,34,-22.7466666666667,-46.8977777777778,17,0.1,79,0.8,7,16,2,8833.33333333333
2012,11,35,-22.7122222222222,-46.9713888888889,18,0.1,97,0.9,6.9,18,2,800
2012,11,37,-22.6988888888889,-47.1519444444444,32,0.1,165,0.9,6.9,29,3,306.666666666667
2012,11,38,-22.6622222222222,-47.2777777777778,35.7,0.1,128,1,6.7,28,4,1833.33333333333
2012,11,40,-22.7025,-46.7494444444444,20,0.1,81,4,6.8,22,8,4666.66666666667
2012,11,43,-22.7108333333333,-47.3227777777778,38.7,0.1,222,0.6,6.9,31,2,1566.66666666667
2012,11,48,-22.7122222222222,-47.6494444444444,66.1,0.1,356,1.09,6.9,60,5,6500
2012,11,54,-22.6336111111111,-47.6827777777778,33.9,0.8,173,5,7.1,32,7,2833.33333333333
2012,11,83,-22.905,-46.9738888888889,27,0.1,118,1,6.8,13,3,2166.66666666667
2012,11,86,-22.7613888888889,-47.1766666666667,41,0.1,424,0.8,7.3,22,3,33333.3333333333
2012,11,627,-22.6597222222222,-47.2758333333333,39.3,0.1,84.5,1,6.9,20,2,50
2012,11,1342,-22.4527777777778,-47.52,21.24,0.1,58.2,1,6.9,20,2,168.333333333333
2012,11,1945,-22.4091666666667,-47.5402777777778,23.9,0.1,56,2,6.8,19,2,600
2012,11,1946,-22.3247222222222,-47.5588888888889,16.8,0.3,41,2,6.9,11,2,7333.33333333333
2012,12,66,-23.0061111111111,-47.1,67,0.1,255,3,7.3,61,6,1133.33333333333
2012,12,71,-23.2083333333333,-46.7686111111111,29,0.1,92,4,7.1,27,7,2e+05
2012,12,82,-23.1583333333333,-46.9094444444444,27,0.1,80,1,6.7,26,2,101.666666666667
2012,12,274,-23.2619444444444,-47.0577777777778,17,0.1,50,3,6.8,17,3,166.666666666667
2012,12,320,-23.1830555555556,-47.2438888888889,19,0.1,108,2,7.1,28,2,210
2012,12,1947,-23.1641666666667,-47.015,2,0.1,90,2,7.1,29,2,983.333333333333
2013,1,27,-23.1033333333333,-46.545,19,0.1,71,2,6.6,16,11,163.333333333333
2013,1,29,-22.9691666666667,-46.8477777777778,21,0.1,77,2,6.7,22,7,2500
2013,1,30,-22.9377777777778,-46.9336111111111,21,0.1,82,2,6.8,20,6,4166.66666666667
2013,1,32,-22.9083333333333,-46.5436111111111,16,0.1,53,2,6.3,16,8,2333.33333333333
2013,1,34,-22.7466666666667,-46.8977777777778,18,0.1,66,2,6.7,19,2,6000
2013,1,35,-22.7122222222222,-46.9713888888889,18,0.1,80,2,6.7,21,3,4000
2013,1,37,-22.6988888888889,-47.1519444444444,22,0.1,95,4,6.8,22,4,2166.66666666667
2013,1,38,-22.6622222222222,-47.2777777777778,17,0.1,69,8,7.1,17,3,6500
2013,1,40,-22.7025,-46.7494444444444,16,0.1,57,7,6.9,14,4,8000
2013,1,43,-22.7108333333333,-47.3227777777778,22,0.1,115,4,6.8,21,3,6833.33333333333
2013,1,48,-22.7122222222222,-47.6494444444444,24,0.1,140,12,7.2,36,10,18333.3333333333
2013,1,54,-22.6336111111111,-47.6827777777778,26,0.1,143,11,7,43,7,13000
2013,1,83,-22.905,-46.9738888888889,25,0.1,98,2,6.9,29,6,2833.33333333333
2013,1,86,-22.7613888888889,-47.1766666666667,32,0.1,267,3,7.2,34,8,26666.6666666667
2013,1,627,-22.6597222222222,-47.2758333333333,17,0.1,66.8,5,6.9,15,2,1150
2013,1,1342,-22.4527777777778,-47.52,22,0.1,61.9,5,6.5,23,2,53.3333333333333
2013,1,1945,-22.4091666666667,-47.5402777777778,20,0.1,62.5,3,7,23,2,466.666666666667
2013,1,1946,-22.3247222222222,-47.5588888888889,11,0.1,37.3,16,6.7,16,3,58333.3333333333
2013,2,66,-23.0061111111111,-47.1,67,0.1,182,8,7.2,39,8,9166.66666666667
2013,2,71,-23.2083333333333,-46.7686111111111,25,0.1,78,19,6.7,33,9,73333.3333333333
2013,2,82,-23.1583333333333,-46.9094444444444,37,0.1,67,0.6,6.8,31,2,433.333333333333
2013,2,274,-23.2619444444444,-47.0577777777778,22,0.1,57,2,6.8,20,6,1116.66666666667
2013,2,320,-23.1830555555556,-47.2438888888889,19,0.1,68,3,6.8,16,5,850
2013,2,1947,-23.1641666666667,-47.015,23,0.1,68,4,7.1,24,2,1266.66666666667
2013,5,27,-23.1033333333333,-46.545,19,0.1,55,2,6.6,15,2,966.666666666667
2013,5,29,-22.9691666666667,-46.8477777777778,21,0.1,72,1,6.6,19,2,6666.66666666667
2013,5,30,-22.9377777777778,-46.9336111111111,22,0.1,82,2,6.6,19,3,2333.33333333333
2013,5,32,-22.9083333333333,-46.5436111111111,14,0.1,43,1,6.7,12,2,950
2013,5,34,-22.7466666666667,-46.8977777777778,18,0.1,72,1,6.7,17,2,6333.33333333333
2013,5,35,-22.7122222222222,-46.9713888888889,17,0.1,88,1,6.7,19,2,3000
2013,5,37,-22.6988888888889,-47.1519444444444,27,0.1,125,1,6.7,26,3,590
2013,5,38,-22.6622222222222,-47.2777777777778,23,0.1,110,1,7.1,24,3,7333.33333333333
2013,5,40,-22.7025,-46.7494444444444,25,0.1,103,2,6.8,30,8,12000
2013,5,43,-22.7108333333333,-47.3227777777778,32,0.1,147,1,7.15,27,4,1833.33333333333
2013,5,48,-22.7122222222222,-47.6494444444444,58,0.1,276,1,7,36,4,3166.66666666667
2013,5,54,-22.6336111111111,-47.6827777777778,32,0.1,140,2,7.2,46,3,18333.3333333333
2013,5,83,-22.905,-46.9738888888889,29,0.1,116,2,6.7,26,4,12166.6666666667
2013,5,86,-22.7613888888889,-47.1766666666667,42,0.1,553,1,7.2,34,11,45000
2013,5,627,-22.6597222222222,-47.2758333333333,13,0.2,45.2,1,6.8,17,2,160
2013,5,1342,-22.4527777777778,-47.52,13,0.1,47.1,2,6.5,14,2,1666.66666666667
2013,5,1945,-22.4091666666667,-47.5402777777778,15,0.6,50.8,2,7,17,2,11166.6666666667
2013,5,1946,-22.3247222222222,-47.5588888888889,13,0.1,42.7,2,7.1,15,2,2166.66666666667
2013,6,66,-23.0061111111111,-47.1,71,0.1,227,2,6.9,51,8,866.666666666667
2013,6,71,-23.2083333333333,-46.7686111111111,30,0.5,91,12,6.6,28,11,160000
2013,6,82,-23.1583333333333,-46.9094444444444,34,0.1,85,0.4,7,28,2,273.333333333333
2013,6,274,-23.2619444444444,-47.0577777777778,12,0.2,47,2,6.6,14,2,15500
2013,6,320,-23.1830555555556,-47.2438888888889,15,0.2,96,3,6.7,20,2,1233.33333333333
2013,6,1947,-23.1641666666667,-47.015,28,0.2,77,2,7.2,26,2,4166.66666666667
2013,7,27,-23.1033333333333,-46.545,21,0.3,68,2,6.7,18,2,666.666666666667
2013,7,29,-22.9691666666667,-46.8477777777778,20,0.2,73,2,6.8,19,2,2500
2013,7,30,-22.9377777777778,-46.9336111111111,25,0.2,99,3,6.7,24,5,16666.6666666667
2013,7,32,-22.9083333333333,-46.5436111111111,16,0.1,47,0.8,6.5,12,3,1266.66666666667
2013,7,34,-22.7466666666667,-46.8977777777778,19,0.1,79,0.7,6.6,17,3,1458.33333333333
2013,7,35,-22.7122222222222,-46.9713888888889,20,0.1,93,0.8,6.7,19,3,718.333333333333
2013,7,37,-22.6988888888889,-47.1519444444444,27,0.2,116,2,6.7,22,4,666.666666666667
2013,7,38,-22.6622222222222,-47.2777777777778,25,0.1,113,2,9.1,23,5,2500
2013,7,40,-22.7025,-46.7494444444444,19,0.3,62,3,6.8,16,2,10500
2013,7,43,-22.7108333333333,-47.3227777777778,33,0.1,183,1,7.4,26,3,5166.66666666667
2013,7,48,-22.7122222222222,-47.6494444444444,57,0.1,288,1,7.2,37,5,4500
2013,7,54,-22.6336111111111,-47.6827777777778,35,0.1,168,2,7.7,44,4,12833.3333333333
2013,7,83,-22.905,-46.9738888888889,24,0.2,99,2,6.8,26,5,18333.3333333333
2013,7,86,-22.7613888888889,-47.1766666666667,29,0.5,144,5,7,28,7,26666.6666666667
2013,7,627,-22.6597222222222,-47.2758333333333,14,0.2,50,1,7.9,14,2,160
2013,7,1342,-22.4527777777778,-47.52,18,0.1,46.7,1,7.5,16,2,50
2013,7,1945,-22.4091666666667,-47.5402777777778,21,0.1,57.3,2,7.5,20,2,400
2013,7,1946,-22.3247222222222,-47.5588888888889,16,0.1,50,2,8,16,2,4000
2013,8,66,-23.0061111111111,-47.1,87,0.1,269,3,7,70,5,11500
2013,8,71,-23.2083333333333,-46.7686111111111,32,0.1,108,2,6.8,26,5,68333.3333333333
2013,8,82,-23.1583333333333,-46.9094444444444,32,0.1,87,0.3,7.4,29,2,16.6666666666667
2013,8,274,-23.2619444444444,-47.0577777777778,15,0.1,44,0.7,6.8,15,2,166.666666666667
2013,8,320,-23.1830555555556,-47.2438888888889,17,0.2,101,1,7,20,2,133.333333333333
2013,8,1947,-23.1641666666667,-47.015,31,0.1,79,1,7.3,29,2,700
2013,11,27,-23.1033333333333,-46.545,21,0.3,73,2,6.6,20,2,9166.66666666667
2013,11,29,-22.9691666666667,-46.8477777777778,18,0.7,58,2,6.6,16,2,2666.66666666667
2013,11,30,-22.9377777777778,-46.9336111111111,18,0.5,69,4,6.6,18,4,45000
2013,11,32,-22.9083333333333,-46.5436111111111,17,0.1,46,0.6,6.5,14,2,666.666666666667
2013,11,34,-22.7466666666667,-46.8977777777778,23,0.1,92,0.6,6.7,22,2,9666.66666666667
2013,11,35,-22.7122222222222,-46.9713888888889,23,0.1,108,0.7,6.7,25,2,1100
2013,11,37,-22.6988888888889,-47.1519444444444,32,0.1,144,1,6.8,27,3,683.333333333333
2013,11,38,-22.6622222222222,-47.2777777777778,33,0.1,139,0.7,6.8,29,2,1833.33333333333
2013,11,40,-22.7025,-46.7494444444444,26,0.2,79,2,7,22,2,35000
2013,11,43,-22.7108333333333,-47.3227777777778,39,0.1,239,0.5,6.9,30,4,1666.66666666667
2013,11,48,-22.7122222222222,-47.6494444444444,42,0.9,208,5,6.7,39,7,25000
2013,11,54,-22.6336111111111,-47.6827777777778,41,1,162,9,6.6,49,24,450000
2013,11,83,-22.905,-46.9738888888889,22,0.2,91,4,6.6,22,3,16666.6666666667
2013,11,86,-22.7613888888889,-47.1766666666667,33,0.2,253,3,6.8,29,8,71666.6666666667
2013,11,627,-22.6597222222222,-47.2758333333333,13,0.7,50.8,1,6.8,16,2,110
2013,11,1342,-22.4527777777778,-47.52,18,0.4,50.2,3,6.5,17,2,166.666666666667
2013,11,1945,-22.4091666666667,-47.5402777777778,24,0.8,64.8,3,6.8,24,2,1483.33333333333
2013,11,1946,-22.3247222222222,-47.5588888888889,14,0.6,46.2,10,6.4,20,5,38333.3333333333
2013,12,66,-23.0061111111111,-47.1,102,0.1,312,3,7.1,64,9,8833.33333333333
2013,12,71,-23.2083333333333,-46.7686111111111,40,0.1,113,2,6.8,30,12,150000
2013,12,82,-23.1583333333333,-46.9094444444444,29,0.5,84,9,6.9,22,2,140
2013,12,274,-23.2619444444444,-47.0577777777778,17,0.1,49,1,7,15,2,616.666666666667
2013,12,320,-23.1830555555556,-47.2438888888889,20,0.1,116,2,7.1,27,2,416.666666666667
2013,12,1947,-23.1641666666667,-47.015,30,0.4,78,3,7.1,32,3,2333.33333333333
2014,1,27,-23.1033333333333,-46.545,20,0.1,73,0.9,6.5,18,2,166.666666666667
2014,1,29,-22.9691666666667,-46.8477777777778,27,0.1,95,1,6.7,24,2,35000
2014,1,30,-22.9377777777778,-46.9336111111111,26,0.1,108,1,6.8,25,3,555
2014,1,32,-22.9083333333333,-46.5436111111111,15,0.1,47,1,6.4,12,2,260
2014,1,34,-22.7466666666667,-46.8977777777778,22,0.1,96,0.9,7,20,2,10000
2014,1,35,-22.7122222222222,-46.9713888888889,23,0.1,114,1,6.7,25,2,1400
2014,1,37,-22.6988888888889,-47.1519444444444,41,0.1,192,0.8,6.7,32,4,750
2014,1,38,-22.6622222222222,-47.2777777777778,29,0.4,155,2,6.8,26,4,40000
2014,1,40,-22.7025,-46.7494444444444,25,0.3,86,2,6.9,26,3,21666.6666666667
2014,1,43,-22.7108333333333,-47.3227777777778,41,0.5,247,0.6,7.1,29,3,250
2014,1,48,-22.7122222222222,-47.6494444444444,80,0.1,387,2,7.1,49,6,16000
2014,1,54,-22.6336111111111,-47.6827777777778,28,0.8,109,9,7,42,5,21666.6666666667
2014,1,83,-22.905,-46.9738888888889,28,0.1,170,2,6.9,45,5,6500
2014,1,86,-22.7613888888889,-47.1766666666667,67,0.1,624,1,7,47,8,2166.66666666667
2014,1,627,-22.6597222222222,-47.2758333333333,18,0.1,58.1,3,6.6,18,2,146.666666666667
2014,1,1342,-22.4527777777778,-47.52,23,0.1,56.2,3,6.7,24,2,186.666666666667
2014,1,1945,-22.4091666666667,-47.5402777777778,23,0.7,62.9,3,6.7,23,2,3833.33333333333
2014,1,1946,-22.3247222222222,-47.5588888888889,22,0.3,58.5,3,6.9,21,2,6166.66666666667
2014,2,66,-23.0061111111111,-47.1,109,0.1,356,2,7.4,73,9,2333.33333333333
2014,2,71,-23.2083333333333,-46.7686111111111,44,0.1,133,2,9,34,7,2e+05
2014,2,82,-23.1583333333333,-46.9094444444444,24,0.6,81,0.7,6.9,22,3,6.66666666666667
2014,2,274,-23.2619444444444,-47.0577777777778,19,0.1,54,2,6.6,19,9,513.333333333333
2014,2,320,-23.1830555555556,-47.2438888888889,22,0.1,141,1,7.1,27,2,300
2014,2,1947,-23.1641666666667,-47.015,46,0.1,136,2,7,44,3,583.333333333333
2014,5,27,-23.1033333333333,-46.545,16,0.1,98,0.8,6.6,16,3,188.333333333333
2014,5,29,-22.9691666666667,-46.8477777777778,23,0.1,91,0.8,6.8,21,4,16000
2014,5,30,-22.9377777777778,-46.9336111111111,24,0.1,114,1,6.9,23,5,3166.66666666667
2014,5,32,-22.9083333333333,-46.5436111111111,13,0.1,49,1,6.5,13,4,170
